tcpuid,year,province,old_canonical_name,new_canonical_name,old_place_id,new_place_id
ON075014,1911,ON,"Hagersville, VL","Hagersville, Village",PLACE_ON115015,PLACE_ON115015
ON076002,1861,ON,"Cayuga, North",Cayuga N,PLACE_ON076002,PLACE_ON115002
ON076002,1901,ON,"Chatham, City—Cite","Chatham, Town—Ville",PLACE_ON076002_1901,PLACE_ON121012
ON076005,1861,ON,"Dunnville, T-V","Dunnville, Village",PLACE_ON115012_1911,PLACE_ON115012
ON076005,1911,ON,"Milton, T-V","Milton, Town—Ville",PLACE_ON117007_1911,PLACE_ON117007
ON076006,1861,ON,Moulton and Sherbrooke,"Moulton, Sherbrooke",PLACE_ON076006,PLACE_ON018001
ON076006,1911,ON,"Oakville, T-V","Oakville, Town—Ville",PLACE_ON117008_1911,PLACE_ON117008_1891
ON076007,1891,ON,"Wingham, T-V","Wingham, Town—Ville",PLACE_ON119020,PLACE_ON119020
ON076007,1901,ON,"Tilbury (part), Village","Tilbury (pt), T-V",PLACE_ON076007_1901,PLACE_ON121017
ON076008,1891,ON,"Wroxeter, VL","Wroxeter, Village",PLACE_ON119026,PLACE_ON119026
ON076008,1901,ON,"Tilbury, East—Est",Tilbury E,PLACE_ON076008_1901,PLACE_ON121009
ON077001,1891,ON,"Bayfield, VL","Bayfield, Village",PLACE_ON119021,PLACE_ON119021
ON077001,1911,ON,Hamilton c pt,Hamilton c part,PLACE_ON077001_1911,PLACE_ON077001_1911
ON077003,1861,ON,"Milton, T-V","Milton, Town—Ville",PLACE_ON117007_1911,PLACE_ON117007
ON077006,1861,ON,"Oakville, T-V","Oakville, Town—Ville",PLACE_ON117008_1911,PLACE_ON117008_1891
ON078001,1901,ON,"Alvinston, VL","Alvinston, Village",PLACE_ON122015_1911,PLACE_ON122015_1881
ON078001,1911,ON,Hamilton c pt,Hamilton c part,PLACE_ON078001_1911,PLACE_ON078001
ON078002,1861,ON,Elzevir,Elzevir & Grimsthorpe,PLACE_ON118005_1911,PLACE_ON071004
ON078002,1901,ON,"Arkona, VL","Arkona, Village",PLACE_ON122016_1911,PLACE_ON122016_1881
ON078004,1891,ON,East Wawanosh,Wawanosh E,PLACE_ON078004_1891,PLACE_ON119015
ON078006,1861,ON,Mador,Madoc,PLACE_ON078006,PLACE_ON118012
ON078007,1901,ON,"Petrolia, T-V","Petrolia, Town—Ville",PLACE_ON122014,PLACE_ON122014
ON078008,1901,ON,"Thedford, VL","Thedford, Village",PLACE_ON122020,PLACE_ON122020
ON078010,1861,ON,Sydney,Sidney,PLACE_ON080007_1911,PLACE_ON121001
ON078010,1901,ON,"Watford, VL","Watford, Village",PLACE_ON122021,PLACE_ON122021
ON078011,1861,ON,Thurlow and Belleville Seminar,Thurlow,PLACE_ON078011_1861,PLACE_ON120001_1851
ON078012,1861,ON,"Trenton, T-V","Trenton, Village",PLACE_ON118027,PLACE_ON118027
ON079001,1901,ON,"Forest, T-V","Forest, Town—Ville",PLACE_ON122013,PLACE_ON122013
ON079002,1871,ON,"Smith’s Falls, Town—Ville","Smith's Falls, Village",PLACE_ON085006_1891,PLACE_ON085006
ON079004,1861,ON,Colborno,Colborne,PLACE_ON079004,PLACE_ON119002
ON079004,1901,ON,"Point Edward, VL","Point Edward, Village",PLACE_ON122019,PLACE_ON122019
ON079006,1861,ON,"Goderich, Town of","Goderich, Town—Ville",PLACE_ON079006,PLACE_ON119018
ON079007,1891,ON,"Tilbury Centre (Village), part","Tilbury (pt), T-V",PLACE_ON079007_1891,PLACE_ON121017
ON079007,1901,ON,"Wyoming, VL","Wyoming, Village",PLACE_ON122022,PLACE_ON122022
ON079008,1871,ON,"Perth, T-V","Perth, Town—Ville",PLACE_ON123017_1911,PLACE_ON123017
ON079010,1871,ON,"Carleton Place, T-V","Carleton Place, Village",PLACE_ON123016_1911,PLACE_ON123016
ON079014,1861,ON,Stanley and Bayfield,Stanley,PLACE_ON079014_1861,PLACE_ON119010
ON079015,1911,ON,"Madoc, VL","Madoc, Village",PLACE_ON118031,PLACE_ON118031
ON079017,1861,ON,Turnbury,Turnberry,PLACE_ON079017,PLACE_ON119013
ON080001,1911,ON,Bangor & Wicklow,Bangor,PLACE_ON080001_1911,PLACE_ON118001
ON080002,1861,ON,"Chatham, Town of","Chatham, Town—Ville",PLACE_ON080002,PLACE_ON121012
ON080003,1911,ON,Herschell & McClure,Herschell,PLACE_ON080003,PLACE_ON118008
ON080006,1911,ON,Rawdon,McClure,PLACE_ON118017,PLACE_ON118015
ON080007,1911,ON,Sydney,Marmora & Lake,PLACE_ON080007_1911,PLACE_ON118013
ON080008,1911,ON,Wollaston,Rawdon,PLACE_ON118023,PLACE_ON118017
ON080009,1911,ON,Belleville c,Sydney,PLACE_ON080009_1911,PLACE_ON080009
ON080010,1861,ON,Tilbury East,Tilbury E,PLACE_ON080010,PLACE_ON121009
ON080010,1911,ON,"Trenton, T-V",Wicklow,PLACE_ON118027,PLACE_ON118022
ON080011,1911,ON,"Bancroft, VL",Wollaston,PLACE_ON118028,PLACE_ON118023
ON080012,1911,ON,"Marmora, VL",Belleville c,PLACE_ON118032,PLACE_ON080012
ON080013,1911,ON,"Stirling, VL","Trenton, Village",PLACE_ON118033,PLACE_ON118027
ON080016,1911,ON,Stirling vl,"Stirling, Village",PLACE_ON080016_1911,PLACE_ON118033
ON081001,1891,ON,"Alvinston, VL","Alvinston, Village",PLACE_ON122015_1911,PLACE_ON122015_1881
ON081002,1891,ON,"Arkona, VL","Arkona, Village",PLACE_ON122016_1911,PLACE_ON122016_1881
ON081003,1901,ON,"Burgess, North—Nord",Burgess N,PLACE_ON081003_1901,PLACE_ON123003
ON081004,1901,ON,"Carleton Place, T-V","Carleton Place, Village",PLACE_ON123016_1911,PLACE_ON123016
ON081005,1871,ON,"Matawatchan, Griffith","Griffith, Matawatchan",PLACE_ON081005_1871,PLACE_ON113010
ON081006,1901,ON,"Elmsley, North—Nord",Elmsley N,PLACE_ON081006_1901,PLACE_ON123007
ON081006,1911,ON,"Wingham, T-V","Wingham, Town—Ville",PLACE_ON119020,PLACE_ON119020
ON081007,1891,ON,"Petrolia, T-V","Petrolia, Town—Ville",PLACE_ON122014,PLACE_ON122014
ON081007,1911,ON,"Blyth, VL","Blyth, Village",PLACE_ON119022,PLACE_ON119022
ON081008,1891,ON,"Thedford, VL","Thedford, Village",PLACE_ON122020,PLACE_ON122020
ON081008,1901,ON,"Perth, T-V","Perth, Town—Ville",PLACE_ON123017_1911,PLACE_ON123017
ON081008,1911,ON,"Brussels, VL","Brussels, Village",PLACE_ON119023,PLACE_ON119023
ON081009,1871,ON,"Renfrew, T-V","Renfrew, Village",PLACE_ON142038,PLACE_ON142038
ON081009,1911,ON,"Wroxeter, VL","Wroxeter, Village",PLACE_ON119026,PLACE_ON119026
ON081010,1891,ON,"Watford, VL","Watford, Village",PLACE_ON122021,PLACE_ON122021
ON082001,1891,ON,"Forest, T-V","Forest, Town—Ville",PLACE_ON122013,PLACE_ON122013
ON082001,1901,ON,"Elmsley, South—Sud",Elmsley S,PLACE_ON082001_1901,PLACE_ON124005
ON082002,1901,ON,"Gower, South—Sud",Gower S,PLACE_ON082002_1901,PLACE_ON113003
ON082003,1861,ON,Burgess,Burgess N,PLACE_ON082003,PLACE_ON123003
ON082004,1891,ON,"Point Edward, VL","Point Edward, Village",PLACE_ON122019,PLACE_ON122019
ON082004,1901,ON,"Merrickville, VL","Merrickville, Village",PLACE_ON113009_1911,PLACE_ON113009
ON082005,1871,ON,"Pembroke, Town—Ville","Pembroke, T-V",PLACE_ON114007,PLACE_ON142037
ON082007,1861,ON,Elinsley,Elmsley N,PLACE_ON082007_1861,PLACE_ON123007
ON082007,1891,ON,"Wyoming, VL","Wyoming, Village",PLACE_ON122022,PLACE_ON122022
ON082007,1911,ON,Seaforth t-v,"Seaforth, Town—Ville",PLACE_ON082007_1911,PLACE_ON119019
ON082008,1911,ON,"Bayfield, VL","Bayfield, Village",PLACE_ON119021,PLACE_ON119021
ON082009,1911,ON,Exeter vl,"Exeter, Village",PLACE_ON082009_1911,PLACE_ON119024
ON082012,1861,ON,"Perth, T-V","Perth, Town—Ville",PLACE_ON123017_1911,PLACE_ON123017
ON082015,1861,ON,"Sherbrooke, South",Sherbrooke S,PLACE_ON082015,PLACE_ON123014
ON082016,1861,ON,"Smith’s Falls, Town—Ville","Smith's Falls, Village",PLACE_ON085006_1891,PLACE_ON085006
ON083002,1861,ON,"Brockville, Town of","Brockville, T-V",PLACE_ON083002,PLACE_ON124011
ON083002,1901,ON,"Bastard & Burgess, South—Sud",Bastard & Burgess,PLACE_ON083002_1871,PLACE_ON124001
ON083003,1901,ON,"Crosby, North—Nord",Crosby N,PLACE_ON083003_1901,PLACE_ON124002
ON083004,1861,ON,"Crosby, North",Crosby N,PLACE_ON083004,PLACE_ON124002
ON083004,1901,ON,"Crosby, South—Sud",Crosby S,PLACE_ON083004_1901,PLACE_ON124003
ON083005,1861,ON,"Crosby, South",Crosby S,PLACE_ON083005,PLACE_ON124003
ON083005,1901,ON,"Gananoque, T-V","Gananoque, Town—Ville",PLACE_ON124012,PLACE_ON124012
ON083005,1911,ON,Wawanosh W,Wawanosh W-O,PLACE_ON119016,PLACE_ON119016
ON083006,1861,ON,Elmsley,Elmsley S,PLACE_ON083006,PLACE_ON124005
ON083006,1901,ON,"Lansdowne & Leeds, Front",Leeds  &  Lansdowne Front,PLACE_ON083006_1891,PLACE_ON124007
ON083006,1911,ON,"Clinton, T-V","Clinton, Town—Ville",PLACE_ON119017_1911,PLACE_ON119017
ON083007,1901,ON,"Lansdowne & Leeds, Rear",Leeds & Lansdowne Rear,PLACE_ON083007_1891,PLACE_ON124008
ON083007,1911,ON,"Goderich, T-V","Goderich, Town—Ville",PLACE_ON119018,PLACE_ON119018
ON083010,1901,ON,"Yonge & Escott, Rear","Yonge and Escott, Rear",PLACE_ON083010_1891,PLACE_ON124010
ON084003,1901,ON,"Bath, VL","Bath, Village",PLACE_ON125008_1911,PLACE_ON125008
ON084004,1891,ON,"Carleton Place, T-V","Carleton Place, Village",PLACE_ON123016_1911,PLACE_ON123016
ON084005,1861,ON,Denbigh and Abinger,"Denbigh, Abinger, Ashby, Effingham",PLACE_ON084005,PLACE_ON045001
ON084006,1911,ON,"Bothwell, T-V","Bothwell, Town—Ville",PLACE_ON121014,PLACE_ON121014
ON084007,1901,ON,"Napanee, T-V","Napanee, Town—Ville",PLACE_ON125007_1911,PLACE_ON125007
ON084007,1911,ON,"Dresden, T-V","Dresden, Town—Ville",PLACE_ON121015,PLACE_ON121015
ON084008,1891,ON,"Perth, T-V","Perth, Town—Ville",PLACE_ON123017_1911,PLACE_ON123017
ON084008,1911,ON,"Ridgetown, T-V","Ridgetown, Town—Ville",PLACE_ON121016,PLACE_ON121016
ON084009,1861,ON,"Napanee, T-V","Napanee, Town—Ville",PLACE_ON125007_1911,PLACE_ON125007
ON084010,1911,ON,"Thamesville, VL","Thamesville, Village",PLACE_ON121022,PLACE_ON121022
ON085001,1901,ON,"Beamsville, VL","Beamsville, Village",PLACE_ON126012,PLACE_ON126012
ON085001,1911,ON,Dover E } Dover W-O,Dover,PLACE_ON085001_1911,PLACE_ON121003_1851
ON085003,1891,ON,Kemptville,"Kemptville, Village",PLACE_ON085003_1891,PLACE_ON113008
ON085003,1911,ON,Raleigh,Harwich,PLACE_ON121007,PLACE_ON121004
ON085004,1891,ON,"Merrickville, VL","Merrickville, Village",PLACE_ON113009_1911,PLACE_ON113009
ON085004,1911,ON,Romney,Raleigh,PLACE_ON085004_1881,PLACE_ON121007
ON085005,1911,ON,Tilbury E,Romney,PLACE_ON121009_1911,PLACE_ON085005
ON085006,1891,ON,"Smith’s Falls, Town—Ville","Smith's Falls, Village",PLACE_ON085006_1891,PLACE_ON085006
ON085006,1901,ON,"Merritton, T-V","Merritton, Village",PLACE_ON126010,PLACE_ON126010
ON085006,1911,ON,"Chatham, C",Tilbury E,PLACE_ON121012,PLACE_ON121009
ON085007,1861,ON,Niagara,"Niagara, Township",PLACE_ON085007,PLACE_ON143001_1851
ON085007,1911,ON,"Blenheim, T-V","Chatham, Town—Ville",PLACE_ON121013_1911,PLACE_ON121012
ON085008,1861,ON,"Niagara, Town of","Niagara, Town—Ville",PLACE_ON085008,PLACE_ON126011
ON085008,1911,ON,Blenheim t-v,"Blenheim, Town—Ville",PLACE_ON085008_1911,PLACE_ON121013
ON085009,1871,ON,Macaulay,"Macauly, Bracebridge, Village",PLACE_ON129010_1911,PLACE_ON131009
ON085009,1911,ON,Tilbury t-v part,"Tilbury (pt), T-V",PLACE_ON085009_1911,PLACE_ON121017
ON085010,1901,ON,"Port Dalhousie, VL","Port Dalhousie, Village",PLACE_ON126014,PLACE_ON126014
ON086002,1891,ON,"Bastard & Burgess, South—Sud",Bastard & Burgess,PLACE_ON083002_1871,PLACE_ON124001
ON086002,1911,ON,Portsmouth vl,"Portsmouth, Village",PLACE_ON086002_1911,PLACE_ON111018
ON086003,1891,ON,Crosby,Crosby N,PLACE_ON086003_1891,PLACE_ON124002
ON086004,1861,ON,"Dorchester, North",Dorchester N,PLACE_ON086004,PLACE_ON128005
ON086005,1891,ON,"Gananoque, T-V","Gananoque, Town—Ville",PLACE_ON124012,PLACE_ON124012
ON086006,1891,ON,"Lansdowne & Leeds, Front",Leeds  &  Lansdowne Front,PLACE_ON083006_1891,PLACE_ON124007
ON086007,1891,ON,"Lansdowne & Leeds, Rear",Leeds & Lansdowne Rear,PLACE_ON083007_1891,PLACE_ON124008
ON086010,1861,ON,Nissouri,Nissouri W-O,PLACE_ON086010,PLACE_ON128011
ON086010,1891,ON,"Yonge & Escott, Rear","Yonge and Escott, Rear",PLACE_ON083010_1891,PLACE_ON124010
ON086012,1861,ON,"Williams, East",Williams E,PLACE_ON086012,PLACE_ON128014
ON086013,1861,ON,"Williams, West",Williams W-O,PLACE_ON086013,PLACE_ON128015
ON087001,1871,ON,"Manitoulin, E",Wookwamakong,PLACE_ON087001,PLACE_ON046063
ON087001,1901,ON,"Dorchester, North—Nord",Dorchester N,PLACE_ON087001_1901,PLACE_ON128005
ON087002,1901,ON,"Dorchester, South—Sud",Dorchester S,PLACE_ON087002_1901,PLACE_ON109003_1851
ON087003,1891,ON,"Bath, VL","Bath, Village",PLACE_ON125008_1911,PLACE_ON125008
ON087004,1861,ON,"Simcoe, T-V","Simcoe, Town—Ville",PLACE_ON131009_1911,PLACE_ON131009_1891
ON087006,1901,ON,"Nissouri, West—Ouest",Nissouri W-O,PLACE_ON087006_1901,PLACE_ON128011
ON087006,1911,ON,"Alvinston, VL","Alvinston, Village",PLACE_ON122015_1911,PLACE_ON122015_1881
ON087007,1891,ON,"Napanee, T-V","Napanee, Town—Ville",PLACE_ON125007_1911,PLACE_ON125007
ON087007,1901,ON,"Springfield, Village","Springfield, VL",PLACE_ON087007_1901,PLACE_ON109013
ON087007,1911,ON,"Forest, T-V","Forest, Town—Ville",PLACE_ON122013,PLACE_ON122013
ON087008,1861,ON,Woodhouse and Gore,Woodhouse,PLACE_ON087008_1861,PLACE_ON131008_1891
ON087008,1911,ON,"Petrolia, T-V","Petrolia, Town—Ville",PLACE_ON122014,PLACE_ON122014
ON087009,1911,ON,"Arkona, VL","Arkona, Village",PLACE_ON122016_1911,PLACE_ON122016_1881
ON087011,1911,ON,"Thedford, VL","Thedford, Village",PLACE_ON122020,PLACE_ON122020
ON087012,1911,ON,"Watford, VL","Watford, Village",PLACE_ON122021,PLACE_ON122021
ON088001,1891,ON,"Beamsville, VL","Beamsville, Village",PLACE_ON126012,PLACE_ON126012
ON088001,1901,ON,"Ailsa Craig, VL","Ailsa Craig, Village",PLACE_ON128019,PLACE_ON128019
ON088004,1861,ON,"Cobourg, T-V","Cobourg, Town—Ville",PLACE_ON132012_1911,PLACE_ON132012
ON088004,1901,ON,"Lucan, VL","Lucan, Village",PLACE_ON128021,PLACE_ON128021
ON088005,1891,ON,"Merritton, T-V","Merritton, Village",PLACE_ON126010,PLACE_ON126010
ON088006,1901,ON,"Parkhill, T-V","Parkhill, Town—Ville",PLACE_ON128017,PLACE_ON128017
ON088006,1911,ON,Sarnia t-v,"Sarnia, Town—Ville",PLACE_ON088006_1911,PLACE_ON122012
ON088008,1891,ON,"Port Dalhousie, VL","Port Dalhousie, Village",PLACE_ON126014,PLACE_ON126014
ON088008,1911,ON,"Point Edward, VL","Point Edward, Village",PLACE_ON122019,PLACE_ON122019
ON088009,1861,ON,"Monaghan, South",Monaghan S,PLACE_ON088009,PLACE_ON132006
ON088009,1901,ON,"Williams, West—Ouest",Williams W-O,PLACE_ON088009_1901,PLACE_ON128015
ON088009,1911,ON,"Wyoming, VL","Wyoming, Village",PLACE_ON122022,PLACE_ON122022
ON089001,1871,ON,"Bruce Mines, T-V",Bruce Mines,PLACE_ON102110,PLACE_ON182018
ON089002,1871,ON,Sault Ste. Marie,"Sault Ste. Marie, C",PLACE_ON089002,PLACE_ON102108
ON089008,1861,ON,Scugog Island,Scugog,PLACE_ON089008_1861,PLACE_ON133007
ON089008,1911,ON,"Almonte, T-V","Almonte, Town—Ville",PLACE_ON123015_1911,PLACE_ON123015
ON089009,1861,ON,Thora,Thorah,PLACE_ON089009,PLACE_ON133008
ON089009,1911,ON,"Carleton Place, T-V","Carleton Place, Village",PLACE_ON123016_1911,PLACE_ON123016
ON089010,1911,ON,"Lanark, VL","Lanark, Village",PLACE_ON123019_1911,PLACE_ON123019
ON089012,1861,ON,"Whitby, West","Whitby, W-O",PLACE_ON089012,PLACE_ON048002
ON089013,1861,ON,"Whitby, Town of",Whitby,PLACE_ON089013,PLACE_ON133010
ON090004,1861,ON,"Embro, VL","Embro, Village",PLACE_ON134015,PLACE_ON134015
ON090004,1901,ON,"Glencoe, VL","Glencoe, Village",PLACE_ON128020,PLACE_ON128020
ON090005,1861,ON,"Ingersoll, T-V","Ingersoll, Town—Ville",PLACE_ON134013,PLACE_ON134013
ON090005,1891,ON,"London W-O, Village","London, Ward—Quartier 3 & 4 (part city)",PLACE_ON090005_1891,PLACE_ON087004
ON090006,1861,ON,"Nissouri, East",Nissouri E,PLACE_ON090006,PLACE_ON134004
ON090007,1861,ON,"Norwich, North",Norwich N,PLACE_ON090007,PLACE_ON134005
ON090007,1901,ON,"Newbury, VL","Newbury, Village",PLACE_ON128022,PLACE_ON128022
ON090008,1861,ON,"Norwich, South",Norwich S,PLACE_ON090008,PLACE_ON134006
ON090008,1911,ON,"Perth, T-V","Perth, Town—Ville",PLACE_ON123017_1911,PLACE_ON123017
ON090009,1861,ON,"Oxford, North",Oxford N,PLACE_ON090009,PLACE_ON134008_1891
ON090009,1901,ON,"Wardsville, VL","Wardsville, Village",PLACE_ON128023,PLACE_ON128023
ON090010,1861,ON,"Oxford, East",Oxford E,PLACE_ON090010,PLACE_ON134007
ON090011,1861,ON,"Oxford, West",Oxford W-O,PLACE_ON090011,PLACE_ON134009_1891
ON090013,1861,ON,"Zorra, East",Zorra E,PLACE_ON090013,PLACE_ON134010
ON090014,1861,ON,"Zorra, West",Zorra W-O,PLACE_ON090014_1861,PLACE_ON134011
ON091001,1891,ON,"Ailsa Craig, VL","Ailsa Craig, Village",PLACE_ON128019,PLACE_ON128019
ON091002,1861,ON,"Brampton, T-V","Brampton, Town—Ville",PLACE_ON136006_1911_1921,PLACE_ON136006
ON091004,1891,ON,"Lucan, VL","Lucan, Village",PLACE_ON128021,PLACE_ON128021
ON091006,1891,ON,"Parkhill, T-V","Parkhill, Town—Ville",PLACE_ON128017,PLACE_ON128017
ON091008,1911,ON,"Gananoque, T-V","Gananoque, Town—Ville",PLACE_ON124012,PLACE_ON124012
ON091014,1901,ON,Ferris,Ferrie,PLACE_ON091014,PLACE_ON135013
ON091020,1901,ON,"Himsworth, North & South—Nord & Sud",Himsworth,PLACE_ON091020,PLACE_ON108017
ON091022,1901,ON,"Huntsville, T-V","Huntsville, Village",PLACE_ON129026_1911,PLACE_ON129026
ON092003,1861,ON,"Easthope, North",Easthope N,PLACE_ON092003,PLACE_ON137003
ON092004,1861,ON,"Easthope, South",Easthope S,PLACE_ON092004_1861,PLACE_ON137004_1911
ON092005,1901,ON,"Balfour, Chelmsford & unorganized territory— Ter. non-organisé",Balfour & Morgan,PLACE_ON092005,PLACE_ON054005
ON092006,1901,ON,Biskotasing,Biscotasing,PLACE_ON092006_1901,PLACE_ON054009
ON092007,1861,ON,Pullarton,Fullarton,PLACE_ON092007,PLACE_ON137007_1891
ON092010,1861,ON,"Mitchell, T-V","Mitchell, Town—Ville",PLACE_ON137014,PLACE_ON137014
ON092013,1861,ON,"Stratford, Town of","Stratford, C",PLACE_ON092013_1861,PLACE_ON137012
ON092015,1911,ON,"Napanee, T-V","Napanee, Town—Ville",PLACE_ON125007_1911,PLACE_ON125007
ON092016,1911,ON,"Bath, VL","Bath, Village",PLACE_ON125008_1911,PLACE_ON125008
ON092017,1901,ON,Collins Inlet,Collins,PLACE_ON054017,PLACE_ON054020
ON092017,1911,ON,"Newburgh, VL","Newburg, Village",PLACE_ON101009_1911,PLACE_ON101009
ON092019,1901,ON,"Crerar & parts Badgerow, Gibbons & Bastedo",Crerar,PLACE_ON092019,PLACE_ON130026
ON092023,1901,ON,Dunnett & Ratter,Dunnet & Ratter,PLACE_ON099036,PLACE_ON092023
ON092026,1901,ON,Geneva Lake,Hess,PLACE_ON092026,PLACE_ON146061
ON092028,1901,ON,Grant & part Field,Grant,PLACE_ON092028,PLACE_ON130041
ON092034,1901,ON,"Kirkpatrick, Badgerow, Appleby & Casimir (parts)",Kirkpatrick,PLACE_ON092034,PLACE_ON130045
ON093001,1861,ON,Ashburton,"Ashburnham, Village",PLACE_ON093001,PLACE_ON125001
ON093004,1891,ON,"Glencoe, VL","Glencoe, Village",PLACE_ON128020,PLACE_ON128020
ON093006,1901,ON,"Waterford, VL","Waterford, Village",PLACE_ON131013_1911,PLACE_ON131013
ON093007,1861,ON,Galway,"Galway, Cavendish",PLACE_ON138010,PLACE_ON125005
ON093007,1891,ON,"Newbury, VL","Newbury, Village",PLACE_ON128022,PLACE_ON128022
ON093009,1891,ON,"Wardsville, VL","Wardsville, Village",PLACE_ON128023,PLACE_ON128023
ON093010,1861,ON,"Monaghan, North","Monaghan, N",PLACE_ON093010_1861,PLACE_ON056002
ON093010,1911,ON,"Niagara, T-V","Niagara, Town—Ville",PLACE_ON126011,PLACE_ON126011
ON093011,1911,ON,"Beamsville, VL","Beamsville, Village",PLACE_ON126012,PLACE_ON126012
ON093012,1861,ON,"Peterborough, C","Peterborough, Town—Ville",PLACE_ON138017,PLACE_ON126001_1881
ON093012,1911,ON,"Grimsby, VL","Grimsby, Village",PLACE_ON126013,PLACE_ON126013
ON093013,1911,ON,"Merritton, T-V","Merritton, Village",PLACE_ON126010,PLACE_ON126010
ON093014,1861,ON,Snowden,"Snowden, Glamorgan",PLACE_ON119013,PLACE_ON058004
ON093014,1911,ON,"Port Dalhousie, VL","Port Dalhousie, Village",PLACE_ON126014,PLACE_ON126014
ON094004,1891,ON,"Dunnville, T-V","Dunnville, Village",PLACE_ON115012_1911,PLACE_ON115012
ON094004,1901,ON,"Port Rowan, VL","Port Rowan, Village",PLACE_ON131012_1911,PLACE_ON131012_1891
ON094005,1901,ON,"Simcoe, T-V","Simcoe, Town—Ville",PLACE_ON131009_1911,PLACE_ON131009_1891
ON094006,1901,ON,"Walsingham, North—Nord",Walsingham N,PLACE_ON094006,PLACE_ON131005_1901
ON094007,1901,ON,"Walsingham, South--Sud",Walsingham S,PLACE_ON094007_1901,PLACE_ON131006_1901
ON095002,1891,ON,"Baxter, Gibson & Freeman",NO DATA,PLACE_ON095002_1891,PLACE_ON095002
ON095003,1901,ON,"Campbellford, T-V","Campbellford, Village",PLACE_ON132011,PLACE_ON132011
ON095003,1911,ON,Missouri W,Nissouri W-O,PLACE_ON128011,PLACE_ON128011
ON095006,1861,ON,"Picton, T-V","Picton, Town—Ville",PLACE_ON140008,PLACE_ON140008
ON095014,1891,ON,"Huntsville, T-V","Huntsville, Village",PLACE_ON129026_1911,PLACE_ON129026
ON096002,1861,ON,Alice,Alice & Fraser,PLACE_ON096002,PLACE_ON142004_1921
ON096002,1901,ON,"Cobourg, T-V","Cobourg, Town—Ville",PLACE_ON132012_1911,PLACE_ON132012
ON096006,1911,ON,Williams W,Williams W-O,PLACE_ON128015,PLACE_ON128015
ON096007,1911,ON,"Parkhill, T-V","Parkhill, Town—Ville",PLACE_ON128017,PLACE_ON128017
ON096008,1861,ON,"Brudenoll, Raglan and Radcliffe","Brudenell, Raglan, Radcliffe, Lyndoch",PLACE_ON096008,PLACE_ON081007
ON096008,1911,ON,"Ailsa Craig, VL","Ailsa Craig, Village",PLACE_ON128019,PLACE_ON128019
ON096009,1911,ON,"Lucan, VL","Lucan, Village",PLACE_ON128021,PLACE_ON128021
ON096013,1861,ON,"Pembroke, Town—Ville","Pembroke, T-V",PLACE_ON114007,PLACE_ON142037
ON096015,1861,ON,"Renfrew, T-V","Renfrew, Village",PLACE_ON142038,PLACE_ON142038
ON097001,1901,ON,"Beaverton, VL","Beaverton, Village",PLACE_ON133015,PLACE_ON133015
ON097004,1901,ON,"Cannington, VL","Cannington, Village",PLACE_ON133016,PLACE_ON133016
ON097005,1891,ON,"Waterford, VL","Waterford, Village",PLACE_ON131013_1911,PLACE_ON131013
ON097006,1911,ON,"Strathroy, T-V","Strathroy, Town—Ville",PLACE_ON128018,PLACE_ON128018
ON097007,1901,ON,Maclean,McLean,PLACE_ON097007,PLACE_ON129009
ON097007,1911,ON,"Glencoe, VL","Glencoe, Village",PLACE_ON128020,PLACE_ON128020
ON097008,1911,ON,"Newbury, VL","Newbury, Village",PLACE_ON128022,PLACE_ON128022
ON097009,1911,ON,"Wardsville, VL","Wardsville, Village",PLACE_ON128023,PLACE_ON128023
ON098001,1911,ON,"Baxter, Freeman & Gibson",Baxter,PLACE_ON098001_1911,PLACE_ON129001_1901
ON098002,1861,ON,"Barrie, Town of","Barrie, T-V",PLACE_ON098002,PLACE_ON144019
ON098002,1901,ON,"Port Perry, VL","Port Perry, Village",PLACE_ON133017,PLACE_ON133017
ON098004,1861,ON,"Collingwood, Town of","Collingwood, Town—Ville",PLACE_ON098004,PLACE_ON144020
ON098004,1891,ON,"Port Rowan, VL","Port Rowan, Village",PLACE_ON131012_1911,PLACE_ON131012_1891
ON098005,1891,ON,"Simcoe, T-V","Simcoe, Town—Ville",PLACE_ON131009_1911,PLACE_ON131009_1891
