from,to,iou
ON097003_1861,ON076003_1871,1.0
ON097004_1861,ON076004_1871,1.0
ON098009_1861,ON042009_1871,1.0
ON098006_1861,ON042006_1871,1.0
ON098013_1861,ON042001_1871,1.0
ON098015_1861,ON042010_1871,1.0
ON098016_1861,ON042003_1871,1.0
ON098021_1861,ON042004_1871,1.0
ON101010_1861,ON032001_1871,1.0
ON101012_1861,ON032002_1871,1.0
ON101011_1861,ON031001_1871,1.0
ON101005_1861,ON031007_1871,1.0
ON101006_1861,ON031006_1871,1.0
ON103002_1861,ON035004_1871,0.9912
ON103011_1861,ON035001_1871,1.0
ON103012_1861,ON035003_1871,1.0
ON103014_1861,ON035002_1871,1.0
ON103004_1861,ON034005_1871,1.0
ON103005_1861,ON034006_1871,1.0
ON103008_1861,ON033002_1871,1.0
ON103013_1861,ON034003_1871,1.0
ON103015_1861,ON034001_1871,1.0
ON103016_1861,ON033001_1871,1.0
ON104001_1861,ON022005_1871,1.0
ON104002_1861,ON022003_1871,1.0
ON104004_1861,ON023001_1871,1.0
ON104003_1861,ON022002_1871,1.0
ON104008_1861,ON022004_1871,1.0
ON104009_1861,ON022001_1871,1.0
ON101007_1861,ON032005_1871,1.0
ON102001_1861,ON019003_1871,1.0
ON102004_1861,ON019005_1871,1.0
ON102006_1861,ON019001_1871,0.9817
ON102008_1861,ON019010_1871,1.0
ON102009_1861,ON019008_1871,1.0
ON102013_1861,ON019007_1871,1.0
ON102003_1861,ON019012_1871,1.0
ON102012_1861,ON019006_1871,1.0
ON102002_1861,ON019011_1871,1.0
ON102005_1861,ON019004_1871,1.0
ON103003_1861,ON034002_1871,1.0
ON103006_1861,ON034004_1871,1.0
ON098005_1861,ON041006_1871,1.0
ON098008_1861,ON041007_1871,1.0
ON098018_1861,ON041001_1871,1.0
ON098019_1861,ON041005_1871,1.0
ON098003_1861,ON041003_1871,1.0
ON099002_1861,ON073004_1871,0.995
ON099003_1861,ON072002_1871,1.0
ON099004_1861,ON072001_1871,1.0
ON099005_1861,ON072003_1871,1.0
ON100002_1861,ON053004_1871,1.0
ON100006_1861,ON053001_1871,1.0
ON100007_1861,ON052004_1871,1.0
ON100008_1861,ON053002_1871,1.0
ON100015_1861,ON052002_1871,1.0
ON100016_1861,ON053005_1871,1.0
ON100017_1861,ON052005_1871,1.0
ON105001_1861,ON044001_1871,1.0
ON105007_1861,ON045004_1871,1.0
ON105008_1861,ON045003_1871,1.0
ON105009_1861,ON044002_1871,1.0
ON105006_1861,ON043001_1871,0.9934
ON105010_1861,ON043002_1871,0.9813
ON082016_1861,ON079002_1871,1.0
ON096012_1861,ON082004_1871,1.0
ON096011_1861,ON081001_1871,1.0
ON105002_1861,ON043008_1871,1.0
ON102010_1861,ON019009_1871,1.0
ON079003_1861,ON026006_1871,1.0
ON105012_1861,ON045002_1871,1.0
NL998999_1861,NL998999_1871,1.0
QC002002_1861,QC096003_1871,1.0
QC002005_1861,QC096007_1871,1.0
QC002004_1861,QC096001_1871,1.0
QC002010_1861,QC096005_1871,1.0
QC002009_1861,QC096006_1871,1.0
QC004002_1861,QC122002_1871,1.0
QC004003_1861,QC122006_1871,1.0
QC004005_1861,QC122007_1871,1.0
QC004007_1861,QC122003_1871,1.0
QC004008_1861,QC122004_1871,1.0
QC005012_1861,QC158001_1871,1.0
QC005014_1861,QC158005_1871,1.0
QC005015_1861,QC158006_1871,1.0
QC005016_1861,QC158004_1871,1.0
QC006006_1861,QC111004_1871,1.0
QC007003_1861,QC162002_1871,1.0
QC007001_1861,QC162003_1871,1.0
QC007004_1861,QC161002_1871,1.0
QC007002_1861,QC161001_1871,1.0
QC007007_1861,QC161004_1871,1.0
QC007008_1861,QC161005_1871,1.0
QC007009_1861,QC161006_1871,1.0
QC008005_1861,QC103002_1871,1.0
QC008006_1861,QC103001_1871,1.0
QC008007_1861,QC103006_1871,1.0
QC008008_1861,QC103007_1871,1.0
QC008010_1861,QC103008_1871,1.0
QC009001_1861,QC169007_1871,0.9845
QC009004_1861,QC169004_1871,1.0
QC009005_1861,QC169002_1871,1.0
QC009007_1861,QC169006_1871,1.0
QC009008_1861,QC169011_1871,1.0
QC009002_1861,QC169003_1871,1.0
QC009009_1861,QC169005_1871,1.0
QC009010_1861,QC169008_1871,1.0
QC009011_1861,QC169010_1871,1.0
QC009999_1861,QC169999_1871,0.9995
QC010001_1861,QC126005_1871,1.0
QC010002_1861,QC126002_1871,1.0
QC010003_1861,QC126001_1871,1.0
QC010004_1861,QC126004_1871,1.0
QC010005_1861,QC126003_1871,1.0
QC011001_1861,QC118009_1871,1.0
QC011007_1861,QC118008_1871,1.0
QC011008_1861,QC118004_1871,1.0
QC058001_1861,QC119004_1871,1.0
QC058002_1861,QC119007_1871,1.0
QC058003_1861,QC119008_1871,1.0
QC058004_1861,QC119003_1871,1.0
QC058005_1861,QC119005_1871,1.0
QC058007_1861,QC119006_1871,1.0
QC011006_1861,QC118003_1871,1.0
QC011002_1861,QC118010_1871,1.0
QC012002_1861,QC132001_1871,1.0
QC012004_1861,QC133001_1871,1.0
QC012008_1861,QC132002_1871,1.0
QC012010_1861,QC132008_1871,1.0
QC013001_1861,QC149003_1871,1.0
QC013005_1861,QC149002_1871,1.0
QC013004_1861,QC149005_1871,1.0
QC013008_1861,QC149006_1871,1.0
QC013011_1861,QC149007_1871,1.0
QC013012_1861,QC149004_1871,1.0
QC014001_1861,QC112006_1871,1.0
QC014002_1861,QC112005_1871,0.9868
QC014004_1861,QC112007_1871,1.0
QC014005_1861,QC112003_1871,1.0
QC014006_1861,QC112002_1871,1.0
QC014007_1861,QC112004_1871,1.0
QC015011_1861,QC150006_1871,1.0
QC015008_1861,QC150007_1871,1.0
QC016001_1861,QC142008_1871,1.0
QC016002_1861,QC142003_1871,1.0
QC016003_1861,QC142002_1871,1.0
QC016004_1861,QC142005_1871,1.0
QC016006_1861,QC142001_1871,1.0
QC016007_1861,QC142009_1871,1.0
QC016010_1861,QC142007_1871,1.0
QC056002_1861,QC097006_1871,1.0
QC056003_1861,QC097007_1871,1.0
QC056004_1861,QC097011_1871,1.0
QC056005_1861,QC097012_1871,1.0
QC056008_1861,QC097008_1871,1.0
QC056011_1861,QC097001_1871,1.0
QC017004_1861,QC160001_1871,1.0
QC017005_1861,QC159001_1871,1.0
QC017007_1861,QC159003_1871,1.0
QC017008_1861,QC159002_1871,1.0
QC017009_1861,QC159004_1871,1.0
QC019001_1861,QC170001_1871,1.0
QC019003_1861,QC171008_1871,1.0
QC019009_1861,QC172001_1871,1.0
QC019016_1861,QC171007_1871,1.0
QC021001_1861,QC113005_1871,1.0
QC021002_1861,QC113003_1871,1.0
QC021004_1861,QC113004_1871,1.0
QC021006_1861,QC114003_1871,1.0
QC024004_1861,QC108006_1871,1.0
QC024005_1861,QC108007_1871,1.0
QC024007_1861,QC108003_1871,1.0
QC024006_1861,QC108008_1871,1.0
QC025006_1861,QC102004_1871,1.0
QC025008_1861,QC102008_1871,0.9998
QC025013_1861,QC102001_1871,1.0
QC025014_1861,QC102007_1871,1.0
QC026003_1861,QC165007_1871,1.0
QC026007_1861,QC165001_1871,1.0
QC039031_1861,QC094004_1871,1.0
QC039033_1861,QC095007_1871,1.0
QC039035_1861,QC095004_1871,1.0
QC039011_1861,QC094002_1871,1.0
QC027007_1861,QC115007_1871,1.0
QC027003_1861,QC115005_1871,1.0
QC027004_1861,QC115006_1871,1.0
QC027006_1861,QC115003_1871,1.0
QC027001_1861,QC115002_1871,1.0
QC037002_1861,QC116004_1871,1.0
QC037003_1861,QC116003_1871,1.0
QC037004_1861,QC116001_1871,0.9883
QC001002_1861,QC100008_1871,1.0
QC001004_1861,QC100010_1871,1.0
QC001006_1861,QC100006_1871,1.0
QC001008_1861,QC100003_1871,1.0
QC001011_1861,QC100007_1871,1.0
QC020005_1861,QC107007_1871,1.0
QC020006_1861,QC107008_1871,1.0
QC028001_1861,QC098006_1871,1.0
QC028004_1861,QC098005_1871,0.9981
QC020001_1861,QC107006_1871,1.0
QC020007_1861,QC107009_1871,1.0
QC029004_1861,QC154001_1871,1.0
QC029005_1861,QC154002_1871,1.0
QC029006_1861,QC154006_1871,1.0
QC029007_1861,QC154004_1871,1.0
QC023003_1861,QC164003_1871,1.0
QC023006_1861,QC164004_1871,1.0
QC030002_1861,QC155010_1871,1.0
QC030003_1861,QC155007_1871,1.0
QC030009_1861,QC155012_1871,1.0
QC031001_1861,QC128008_1871,1.0
QC031003_1861,QC128002_1871,1.0
QC031999_1861,QC128999_1871,1.0
QC031002_1861,QC128001_1871,1.0
QC031006_1861,QC128005_1871,1.0
QC031007_1861,QC128007_1871,1.0
QC031008_1861,QC128004_1871,1.0
QC032002_1861,QC156001_1871,1.0
QC032003_1861,QC156002_1871,1.0
QC032004_1861,QC156005_1871,1.0
QC032006_1861,QC156008_1871,1.0
QC032007_1861,QC156006_1871,1.0
QC032008_1861,QC156003_1871,1.0
QC032010_1861,QC156009_1871,1.0
QC033001_1861,QC125007_1871,0.9904
QC033006_1861,QC125005_1871,0.9859
QC033005_1861,QC125003_1871,1.0
QC033009_1861,QC125001_1871,1.0
QC033008_1861,QC125009_1871,1.0
QC034005_1861,QC101003_1871,1.0
QC034007_1861,QC101001_1871,0.9985
QC034008_1861,QC101005_1871,1.0
QC035001_1861,QC163001_1871,1.0
QC035009_1861,QC163005_1871,1.0
QC035011_1861,QC163006_1871,1.0
QC035012_1861,QC163002_1871,1.0
QC035007_1861,QC163003_1871,1.0
QC036002_1861,QC148008_1871,1.0
QC036001_1861,QC148006_1871,1.0
QC036003_1861,QC148007_1871,1.0
QC036005_1861,QC148004_1871,1.0
QC036006_1861,QC148011_1871,1.0
QC036007_1861,QC148005_1871,1.0
QC036008_1861,QC148003_1871,1.0
QC036010_1861,QC148001_1871,1.0
QC036011_1861,QC148002_1871,1.0
QC038006_1861,QC135006_1871,0.9896
QC038007_1861,QC135002_1871,0.9975
QC040003_1861,QC091011_1871,1.0
QC040004_1861,QC091002_1871,1.0
QC040006_1861,QC091012_1871,1.0
QC040015_1861,QC091004_1871,1.0
QC040009_1861,QC091006_1871,1.0
QC040013_1861,QC091007_1871,1.0
QC041003_1861,QC143007_1871,1.0
QC041004_1861,QC143001_1871,1.0
QC041006_1861,QC143004_1871,1.0
QC041009_1861,QC143002_1871,1.0
QC042001_1861,QC144003_1871,0.9968
QC042003_1861,QC144005_1871,1.0
QC042008_1861,QC144001_1871,1.0
QC042009_1861,QC144007_1871,1.0
QC042011_1861,QC144002_1871,1.0
QC043002_1861,QC120009_1871,1.0
QC043006_1861,QC120001_1871,1.0
QC043003_1861,QC120003_1871,1.0
QC059001_1861,QC139007_1871,1.0
QC059005_1861,QC139004_1871,1.0
QC059003_1861,QC139005_1871,1.0
QC044006_1861,QC138006_1871,1.0
QC059007_1861,QC139008_1871,1.0
QC059008_1861,QC139001_1871,0.9831
QC044005_1861,QC138003_1871,1.0
QC045002_1861,QC168005_1871,1.0
QC045009_1861,QC167003_1871,1.0
QC046001_1861,QC123011_1871,0.9888
QC046004_1861,QC123003_1871,1.0
QC046005_1861,QC123004_1871,1.0
QC050001_1861,QC121002_1871,1.0
QC050003_1861,QC121003_1871,1.0
QC050004_1861,QC121001_1871,1.0
QC050008_1861,QC121005_1871,1.0
QC022002_1861,QC124006_1871,1.0
QC022003_1861,QC124002_1871,1.0
QC051002_1861,QC117001_1871,1.0
QC022004_1861,QC124005_1871,1.0
QC022006_1861,QC124004_1871,1.0
QC051005_1861,QC117006_1871,1.0
QC022001_1861,QC124003_1871,1.0
QC048003_1861,QC127002_1871,1.0
QC064002_1861,QC140002_1871,1.0
QC049003_1861,QC110003_1871,1.0
QC049004_1861,QC110004_1871,1.0
QC049008_1861,QC110001_1871,1.0
QC053002_1861,QC141007_1871,1.0
QC053004_1861,QC141004_1871,0.9997
QC053005_1861,QC141003_1871,0.9998
QC054004_1861,QC166006_1871,1.0
QC054005_1861,QC166001_1871,1.0
QC054006_1861,QC166009_1871,1.0
QC054007_1861,QC166011_1871,1.0
QC054008_1861,QC166007_1871,1.0
QC054013_1861,QC166008_1871,1.0
QC055003_1861,QC099006_1871,1.0
QC055004_1861,QC099005_1871,1.0
QC055008_1861,QC099007_1871,0.9963
QC055009_1861,QC099003_1871,1.0
QC055011_1861,QC099002_1871,1.0
QC052001_1861,QC129001_1871,0.9935
QC052005_1861,QC129003_1871,1.0
QC052007_1861,QC129002_1871,0.9961
QC057004_1861,QC109004_1871,1.0
QC057001_1861,QC109001_1871,1.0
QC057002_1861,QC109006_1871,1.0
QC057003_1861,QC109005_1871,1.0
QC057005_1861,QC109003_1871,1.0
QC039004_1861,QC093009_1871,1.0
QC039009_1861,QC093014_1871,1.0
QC039013_1861,QC093015_1871,1.0
QC039017_1861,QC093004_1871,1.0
QC039020_1861,QC093010_1871,1.0
QC039026_1861,QC093007_1871,1.0
QC039028_1861,QC093005_1871,1.0
QC039003_1861,QC093003_1871,1.0
QC060001_1861,QC134005_1871,1.0
QC060004_1861,QC134003_1871,1.0
QC060002_1861,QC134004_1871,1.0
QC061999_1861,QC105999_1871,1.0
QC036999_1861,QC148999_1871,1.0
QC009006_1861,QC169009_1871,1.0
QC056006_1861,QC097005_1871,1.0
QC020003_1861,QC107004_1871,1.0
QC033003_1861,QC125010_1871,1.0
QC036004_1861,QC148009_1871,1.0
QC020004_1861,QC107003_1871,1.0
QC004004_1861,QC122005_1871,1.0
QC064001_1861,QC140003_1871,0.9997
QC042002_1861,QC144006_1871,0.9968
QC042999_1861,QC144999_1871,1.0
QC034999_1861,QC101999_1871,1.0
QC040005_1861,QC091003_1871,1.0
QC044007_1861,QC138010_1871,1.0
QC058006_1861,QC119001_1871,0.993
QC039036_1861,QC093001_1871,1.0
QC008004_1861,QC103005_1871,1.0
QC052999_1861,QC130999_1871,0.9814
QC024002_1861,QC108002_1871,1.0
QC012006_1861,QC133005_1871,1.0
QC040016_1861,QC091010_1871,1.0
QC040014_1861,QC091013_1871,1.0
QC040008_1861,QC091005_1871,1.0
QC026002_1861,QC165009_1871,1.0
QC039029_1861,QC093011_1871,1.0
QC051007_1861,QC117002_1871,0.9962
QC055005_1861,QC099010_1871,1.0
QC020999_1861,QC107999_1871,1.0
QC039021_1861,QC093002_1871,1.0
ON015001_1871,ON159002_1881,1.0
ON015005_1871,ON159005_1881,1.0
ON015002_1871,ON159003_1881,1.0
ON068004_1871,ON109006_1881,0.9951
ON068003_1871,ON109005_1881,1.0
ON028006_1871,ON177005_1881,0.9927
ON028005_1871,ON177002_1881,0.9895
ON028001_1871,ON177001_1881,1.0
ON027005_1871,ON176005_1881,0.9902
ON028002_1871,ON177003_1881,0.9847
ON027006_1871,ON176006_1881,1.0
ON028003_1871,ON177004_1881,1.0
ON027008_1871,ON176008_1881,0.9917
ON027004_1871,ON176004_1881,1.0
ON027003_1871,ON176003_1881,0.9896
ON027007_1871,ON176007_1881,1.0
ON027001_1871,ON176001_1881,1.0
ON027002_1871,ON176002_1881,0.9854
ON078009_1871,ON108009_1881,1.0
ON078004_1871,ON108004_1881,1.0
ON078002_1871,ON108002_1881,1.0
ON078007_1871,ON108007_1881,1.0
ON078006_1871,ON108006_1881,1.0
ON078003_1871,ON108003_1881,1.0
ON078001_1871,ON108001_1881,0.9842
ON078008_1871,ON108008_1881,1.0
ON078005_1871,ON108005_1881,1.0
ON035007_1871,ON153009_1881,0.9955
ON034008_1871,ON152009_1881,1.0
ON036004_1871,ON155005_1881,0.9959
ON040003_1871,ON141005_1881,1.0
ON041004_1871,ON138004_1881,1.0
ON034009_1871,ON152001_1881,1.0
ON071001_1871,ON102001_1881,1.0
ON071005_1871,ON102005_1881,1.0
ON071003_1871,ON102003_1881,1.0
ON071006_1871,ON102006_1881,1.0
ON071004_1871,ON102004_1881,1.0
ON050003_1871,ON128004_1881,1.0
ON051003_1871,ON127003_1881,0.9907
ON050004_1871,ON128003_1881,1.0
ON050001_1871,ON128001_1881,0.996
ON051001_1871,ON127001_1881,1.0
ON051004_1871,ON127004_1881,1.0
ON051002_1871,ON127002_1881,1.0
ON050005_1871,ON128002_1881,1.0
ON006005_1871,ON163008_1881,1.0
ON006004_1871,ON163006_1881,1.0
ON006003_1871,ON163004_1881,0.9816
ON006006_1871,ON163009_1881,1.0
ON005001_1871,ON164001_1881,1.0
ON005002_1871,ON164002_1881,1.0
ON005003_1871,ON164003_1881,0.9992
ON001012_1871,ON181014_1881,1.0
ON001013_1871,ON181015_1881,0.9827
ON001010_1871,ON181012_1881,1.0
ON001008_1871,ON181010_1881,1.0
ON001009_1871,ON181011_1881,1.0
ON001003_1871,ON181003_1881,1.0
ON001005_1871,ON181006_1881,0.9902
ON001006_1871,ON181008_1881,0.9909
ON001014_1871,ON181017_1881,1.0
ON064006_1871,ON118012_1881,1.0
ON064011_1871,ON118010_1881,1.0
ON064015_1871,ON118014_1881,1.0
ON064008_1871,ON118008_1881,1.0
ON064007_1871,ON118013_1881,1.0
ON064010_1871,ON118001_1881,1.0
ON064013_1871,ON118009_1881,1.0
ON064012_1871,ON118011_1881,1.0
ON064014_1871,ON118015_1881,1.0
ON064009_1871,ON118002_1881,1.0
ON065006_1871,ON115007_1881,1.0
ON065004_1871,ON115004_1881,1.0
ON065003_1871,ON115003_1881,1.0
ON074001_1871,ON099001_1881,1.0
ON074003_1871,ON099003_1881,1.0
ON074002_1871,ON099002_1881,1.0
ON074004_1871,ON099004_1881,1.0
ON069001_1871,ON106001_1881,0.989
ON069003_1871,ON106003_1881,1.0
ON070007_1871,ON107007_1881,1.0
ON070005_1871,ON107005_1881,1.0
ON070003_1871,ON107003_1881,1.0
ON070006_1871,ON107006_1881,1.0
ON070004_1871,ON107004_1881,1.0
ON036007_1871,ON155001_1881,1.0
ON037004_1871,ON155002_1881,1.0
ON037003_1871,ON155003_1881,1.0
ON037002_1871,ON156003_1881,1.0
ON036008_1871,ON155004_1881,1.0
ON036003_1871,ON155007_1881,1.0
ON037005_1871,ON156005_1881,1.0
ON037009_1871,ON156006_1881,1.0
ON037008_1871,ON155009_1881,0.991
ON037006_1871,ON156002_1881,1.0
ON037007_1871,ON156001_1881,1.0
ON036005_1871,ON154002_1881,0.9922
ON036002_1871,ON154005_1881,1.0
ON036006_1871,ON154004_1881,1.0
ON036001_1871,ON154003_1881,1.0
ON037001_1871,ON156004_1881,1.0
ON018003_1871,ON144006_1881,1.0
ON017004_1871,ON146004_1881,1.0
ON017003_1871,ON146003_1881,1.0
ON017006_1871,ON146006_1881,1.0
ON017002_1871,ON146002_1881,1.0
ON017007_1871,ON146007_1881,1.0
ON017001_1871,ON146001_1881,1.0
ON018002_1871,ON144009_1881,1.0
ON017008_1871,ON146008_1881,1.0
ON017005_1871,ON146005_1881,1.0
ON038006_1871,ON150007_1881,0.9914
ON038005_1871,ON150006_1881,1.0
ON038001_1871,ON150001_1881,0.9877
ON038002_1871,ON150003_1881,1.0
ON038004_1871,ON150005_1881,1.0
ON038003_1871,ON150004_1881,1.0
ON038007_1871,ON150009_1881,1.0
ON062008_1871,ON122011_1881,1.0
ON062006_1871,ON122012_1881,1.0
ON061003_1871,ON120003_1881,1.0
ON062005_1871,ON122005_1881,0.9911
ON061001_1871,ON120001_1881,1.0
ON061002_1871,ON120002_1881,0.9936
ON062003_1871,ON122001_1881,1.0
ON062004_1871,ON122006_1881,1.0
ON062001_1871,ON122003_1881,1.0
ON060001_1871,ON121001_1881,1.0
ON060002_1871,ON121002_1881,1.0
ON062002_1871,ON122002_1881,1.0
ON026010_1871,ON174007_1881,0.9954
ON026012_1871,ON175001_1881,0.9914
ON026007_1871,ON175003_1881,0.984
ON026011_1871,ON175002_1881,0.9838
ON026004_1871,ON175004_1881,1.0
ON025002_1871,ON173002_1881,1.0
ON026008_1871,ON174005_1881,1.0
ON025004_1871,ON173005_1881,0.9872
ON025001_1871,ON173001_1881,0.9899
ON025005_1871,ON174001_1881,1.0
ON025003_1871,ON173003_1881,1.0
ON026002_1871,ON175006_1881,1.0
ON026001_1871,ON174003_1881,1.0
ON025006_1871,ON173007_1881,1.0
ON026005_1871,ON174004_1881,1.0
ON026003_1871,ON175005_1881,0.9832
ON025007_1871,ON174002_1881,1.0
ON003001_1871,ON178001_1881,0.9904
ON003002_1871,ON178002_1881,1.0
ON003004_1871,ON178004_1881,1.0
ON066003_1871,ON116003_1881,1.0
ON065002_1871,ON115002_1881,1.0
ON004010_1871,ON179013_1881,0.9841
ON004005_1871,ON179007_1881,0.9921
ON004002_1871,ON179004_1881,1.0
ON003008_1871,ON178005_1881,1.0
ON004009_1871,ON179009_1881,0.9912
ON004004_1871,ON179006_1881,1.0
ON004003_1871,ON179005_1881,1.0
ON003007_1871,ON178007_1881,1.0
ON004001_1871,ON179003_1881,1.0
ON004008_1871,ON179011_1881,0.9863
ON004006_1871,ON179002_1881,0.9963
ON004007_1871,ON179001_1881,1.0
ON080007_1871,ON112007_1881,1.0
ON080006_1871,ON112006_1881,1.0
ON080004_1871,ON112004_1881,1.0
ON080003_1871,ON112003_1881,1.0
ON080001_1871,ON112001_1881,1.0
ON079010_1871,ON111008_1881,1.0
ON080005_1871,ON112005_1881,1.0
ON079006_1871,ON111001_1881,1.0
ON079009_1871,ON111004_1881,1.0
ON079007_1871,ON111009_1881,1.0
ON079003_1871,ON111003_1881,1.0
ON079001_1871,ON111010_1881,1.0
ON079005_1871,ON111005_1881,1.0
ON079008_1871,ON111002_1881,1.0
ON067009_1871,ON110007_1881,1.0
ON067008_1871,ON110012_1881,0.9887
ON067007_1871,ON110011_1881,1.0
ON070002_1871,ON107002_1881,1.0
ON067002_1871,ON110005_1881,1.0
ON064005_1871,ON118006_1881,1.0
ON063001_1871,ON117002_1881,1.0
ON063006_1871,ON117001_1881,1.0
ON064004_1871,ON118005_1881,1.0
ON064001_1871,ON118003_1881,1.0
ON063007_1871,ON117004_1881,1.0
ON063003_1871,ON117005_1881,1.0
ON063002_1871,ON117006_1881,1.0
ON063004_1871,ON117008_1881,1.0
ON064003_1871,ON118004_1881,1.0
ON063005_1871,ON117007_1881,1.0
ON063008_1871,ON117003_1881,1.0
ON018004_1871,ON144001_1881,1.0
ON018005_1871,ON144002_1881,1.0
ON021006_1871,ON145005_1881,0.9832
ON021004_1871,ON145003_1881,1.0
ON020001_1871,ON143001_1881,0.9841
ON021003_1871,ON145007_1881,1.0
ON009002_1871,ON167002_1881,1.0
ON009004_1871,ON167006_1881,1.0
ON009001_1871,ON167001_1881,1.0
ON008001_1871,ON169001_1881,0.9997
ON008006_1871,ON169009_1881,0.9854
ON008004_1871,ON169005_1881,1.0
ON008005_1871,ON169004_1881,0.9913
ON008002_1871,ON169003_1881,1.0
ON008003_1871,ON169002_1881,0.9838
ON007005_1871,ON168005_1881,0.9998
ON007007_1871,ON168007_1881,1.0
ON007003_1871,ON168003_1881,0.9892
ON007004_1871,ON168004_1881,1.0
ON007001_1871,ON168001_1881,0.9879
ON007006_1871,ON168006_1881,1.0
ON007002_1871,ON168002_1881,1.0
ON085008_1871,ON131008_1881,1.0
ON085999_1871,ON131999_1881,0.9999
ON085003_1871,ON131005_1881,1.0
ON085001_1871,ON131001_1881,1.0
ON085002_1871,ON131003_1881,0.9877
ON011003_1871,ON157003_1881,1.0
ON011001_1871,ON157001_1881,1.0
ON012001_1871,ON158004_1881,0.9839
ON012003_1871,ON158002_1881,0.9909
ON011002_1871,ON157002_1881,1.0
ON012002_1871,ON158003_1881,1.0
ON011004_1871,ON157004_1881,0.9849
ON012004_1871,ON158005_1881,1.0
ON055001_1871,ON123001_1881,1.0
ON055005_1871,ON123005_1881,1.0
ON055006_1871,ON123006_1881,0.99
ON055007_1871,ON123007_1881,0.992
ON055004_1871,ON123004_1881,0.9895
ON055002_1871,ON123002_1881,1.0
ON054004_1871,ON124001_1881,1.0
ON054003_1871,ON124002_1881,1.0
ON049005_1871,ON133005_1881,0.9912
ON049007_1871,ON133007_1881,1.0
ON049008_1871,ON133008_1881,1.0
ON049004_1871,ON133004_1881,1.0
ON049006_1871,ON133006_1881,1.0
ON049001_1871,ON133001_1881,0.9886
ON048001_1871,ON132001_1881,1.0
ON049002_1871,ON133002_1881,0.9911
ON049003_1871,ON133003_1881,1.0
ON048004_1871,ON132004_1881,1.0
ON048005_1871,ON132005_1881,1.0
ON077004_1871,ON105004_1881,1.0
ON077003_1871,ON105003_1881,1.0
ON077002_1871,ON105002_1881,1.0
ON014006_1871,ON166006_1881,1.0
ON014007_1871,ON166007_1881,1.0
ON014001_1871,ON166001_1881,1.0
ON014004_1871,ON166004_1881,1.0
ON014002_1871,ON166002_1881,1.0
ON014005_1871,ON166005_1881,1.0
ON014003_1871,ON166003_1881,1.0
ON013001_1871,ON165001_1881,0.9864
ON013003_1871,ON165004_1881,0.9834
ON013002_1871,ON165003_1881,1.0
ON013004_1871,ON165006_1881,1.0
ON013007_1871,ON165009_1881,1.0
ON013005_1871,ON165007_1881,1.0
ON013006_1871,ON165008_1881,1.0
ON085004_1871,ON131006_1881,1.0
ON040002_1871,ON141002_1881,0.9896
ON040001_1871,ON141004_1881,1.0
ON039004_1871,ON140002_1881,1.0
ON039001_1871,ON140001_1881,1.0
ON039003_1871,ON140005_1881,1.0
ON039005_1871,ON140003_1881,1.0
ON039002_1871,ON140004_1881,1.0
ON030004_1871,ON172004_1881,1.0
ON030002_1871,ON172002_1881,1.0
ON030005_1871,ON172005_1881,1.0
ON030006_1871,ON172006_1881,0.9882
ON030007_1871,ON172007_1881,0.992
ON030003_1871,ON172003_1881,1.0
ON030008_1871,ON172008_1881,1.0
ON029001_1871,ON171001_1881,1.0
ON029006_1871,ON171004_1881,1.0
ON029007_1871,ON171005_1881,1.0
ON029004_1871,ON171006_1881,0.9944
ON029003_1871,ON171003_1881,1.0
ON030001_1871,ON172001_1881,0.9959
ON029002_1871,ON171002_1881,0.9995
ON057003_1871,ON125017_1881,1.0
ON057005_1871,ON125019_1881,1.0
ON058002_1871,ON125005_1881,1.0
ON056005_1871,ON126005_1881,1.0
ON058001_1871,ON125004_1881,1.0
ON056001_1871,ON126004_1881,1.0
ON056004_1871,ON126002_1881,0.9958
ON057002_1871,ON125001_1881,1.0
